Team_A,Team_B,Probability,Elo_A,Elo_B,Elo_Diff,Warm_A,Warm_B,Koppen_A,Koppen_B,Climate_Zone_A,Climate_Zone_B,Is_Climate_Clash,Warm_Team,Cool_Team,Climate_Score_A,Climate_Score_B,Venue_Temp_C,Climate_Diff_Score,p_adjustment,Climate_Flag_Tier
Algeria,Scotland,0.0016,1885.0,1857.0,28.0,1,0,BWh,Cfb,Arid,Temperate,1,Algeria,Scotland,0.9,0.5,23.1,0.2036,0.0065,Tier 3 (Weak)
Algeria,South Korea,0.0036,1885.0,1895.0,-10.0,1,0,BWh,Dwa,Arid,Continental,1,Algeria,South Korea,0.9,0.2,20.8,0.1781,0.0057,Tier 3 (Weak)
Algeria,Sweden,0.0008,1885.0,1793.0,92.0,1,0,BWh,Dfc,Arid,Continental,1,Algeria,Sweden,0.9,0.2,17.6,0.0,0.0,Tier 3 (Weak)
Algeria,Switzerland,0.0327,1885.0,1990.0,-105.0,1,0,BWh,Cfb,Arid,Temperate,1,Algeria,Switzerland,0.9,0.5,22.2,0.2306,0.0074,Tier 2 (Moderate)
Argentina,Austria,0.0175,2190.0,1929.0,261.0,1,0,Cfa,Dfb,Temperate,Continental,1,Argentina,Austria,0.5,0.2,24.0,0.2145,0.0069,Tier 3 (Weak)
Argentina,Belgium,0.1092,2190.0,2002.0,188.0,1,1,Cfa,Cfb,Temperate,Temperate,0,Argentina,Belgium,0.5,0.5,22.4,0.0,0.0,None
Argentina,Bosnia and Herzegovina,0.0028,2190.0,1653.0,537.0,1,1,Cfa,Cfb,Temperate,Temperate,0,Argentina,Bosnia and Herzegovina,0.5,0.5,22.5,0.0,0.0,None
Argentina,Canada,0.0417,2190.0,1903.0,287.0,1,0,Cfa,Dfc,Temperate,Continental,1,Argentina,Canada,0.5,0.2,21.9,0.158,0.0051,Tier 2 (Moderate)
Argentina,Croatia,0.0345,2190.0,1979.0,211.0,1,1,Cfa,Cfb,Temperate,Temperate,0,Argentina,Croatia,0.5,0.5,24.8,0.0,0.0,None
Argentina,Czech Republic,0.0111,2190.0,1837.0,353.0,1,0,Cfa,Dfb,Temperate,Continental,1,Argentina,Czech Republic,0.5,0.2,23.6,0.1864,0.006,Tier 3 (Weak)
Argentina,England,0.0784,2190.0,2083.0,107.0,1,1,Cfa,Cfb,Temperate,Temperate,0,Argentina,England,0.5,0.5,24.8,0.0,0.0,None
Argentina,France,0.0842,2190.0,2160.0,30.0,1,1,Cfa,Cfb,Temperate,Temperate,0,Argentina,France,0.5,0.5,25.2,0.0,0.0,None
Argentina,Germany,0.0528,2190.0,2032.0,158.0,1,1,Cfa,Cfb,Temperate,Temperate,0,Argentina,Germany,0.5,0.5,25.2,0.0,0.0,None
Argentina,Netherlands,0.0354,2190.0,2006.0,184.0,1,1,Cfa,Cfb,Temperate,Temperate,0,Argentina,Netherlands,0.5,0.5,25.2,0.0,0.0,None
Argentina,New Zealand,0.0527,2190.0,1710.0,480.0,1,1,Cfa,Cfb,Temperate,Temperate,0,Argentina,New Zealand,0.5,0.5,23.5,0.0,0.0,None
Argentina,Norway,0.0417,2190.0,1994.0,196.0,1,0,Cfa,Dfc,Temperate,Continental,1,Argentina,Norway,0.5,0.2,25.2,0.2397,0.0077,Tier 2 (Moderate)
Argentina,Scotland,0.0116,2190.0,1857.0,333.0,1,1,Cfa,Cfb,Temperate,Temperate,0,Argentina,Scotland,0.5,0.5,24.4,0.0,0.0,None
Argentina,South Korea,0.0132,2190.0,1895.0,295.0,1,0,Cfa,Dwa,Temperate,Continental,1,Argentina,South Korea,0.5,0.2,23.6,0.1864,0.006,Tier 3 (Weak)
Argentina,Sweden,0.0074,2190.0,1793.0,397.0,1,0,Cfa,Dfc,Temperate,Continental,1,Argentina,Sweden,0.5,0.2,24.0,0.2145,0.0069,Tier 3 (Weak)
Argentina,Switzerland,0.0895,2190.0,1990.0,200.0,1,1,Cfa,Cfb,Temperate,Temperate,0,Argentina,Switzerland,0.5,0.5,22.3,0.0,0.0,None
Australia,Austria,0.0165,1891.0,1929.0,-38.0,1,0,BWh,Dfb,Arid,Continental,1,Australia,Austria,0.9,0.2,19.8,0.2067,0.0066,Tier 3 (Weak)
Australia,Belgium,0.0796,1891.0,2002.0,-111.0,1,0,BWh,Cfb,Arid,Temperate,1,Australia,Belgium,0.9,0.5,22.9,0.2497,0.008,Tier 1 (Strong)
Australia,Bosnia and Herzegovina,0.0085,1891.0,1653.0,238.0,1,0,BWh,Cfb,Arid,Temperate,1,Australia,Bosnia and Herzegovina,0.9,0.5,17.1,0.0,0.0,Tier 3 (Weak)
Australia,Canada,0.0161,1891.0,1903.0,-12.0,1,0,BWh,Dfc,Arid,Continental,1,Australia,Canada,0.9,0.2,22.2,0.3362,0.0108,Tier 3 (Weak)
Australia,Croatia,0.0023,1891.0,1979.0,-88.0,1,0,BWh,Cfb,Arid,Temperate,1,Australia,Croatia,0.9,0.5,19.8,0.0,0.0,Tier 3 (Weak)
Australia,Czech Republic,0.0039,1891.0,1837.0,54.0,1,0,BWh,Dfb,Arid,Continental,1,Australia,Czech Republic,0.9,0.2,18.7,0.0,0.0,Tier 3 (Weak)
Australia,England,0.0069,1891.0,2083.0,-192.0,1,0,BWh,Cfb,Arid,Temperate,1,Australia,England,0.9,0.5,23.9,0.2711,0.0087,Tier 3 (Weak)
Australia,France,0.064,1891.0,2160.0,-269.0,1,0,BWh,Cfb,Arid,Temperate,1,Australia,France,0.9,0.5,23.8,0.2859,0.0091,Tier 2 (Moderate)
Australia,Germany,0.0446,1891.0,2032.0,-141.0,1,0,BWh,Cfb,Arid,Temperate,1,Australia,Germany,0.9,0.5,23.8,0.2856,0.0091,Tier 2 (Moderate)
Australia,Netherlands,0.014,1891.0,2006.0,-115.0,1,0,BWh,Cfb,Arid,Temperate,1,Australia,Netherlands,0.9,0.5,22.4,0.2131,0.0068,Tier 3 (Weak)
Australia,New Zealand,0.0567,1891.0,1710.0,181.0,1,0,BWh,Cfb,Arid,Temperate,1,Australia,New Zealand,0.9,0.5,18.8,0.1152,0.0037,Tier 2 (Moderate)
Australia,Norway,0.0379,1891.0,1994.0,-103.0,1,0,BWh,Dfc,Arid,Continental,1,Australia,Norway,0.9,0.2,24.0,0.4925,0.0158,Tier 2 (Moderate)
Australia,Scotland,0.0015,1891.0,1857.0,34.0,1,0,BWh,Cfb,Arid,Temperate,1,Australia,Scotland,0.9,0.5,22.9,0.1815,0.0058,Tier 3 (Weak)
Australia,South Korea,0.004,1891.0,1895.0,-4.0,1,0,BWh,Dwa,Arid,Continental,1,Australia,South Korea,0.9,0.2,18.7,0.0,0.0,Tier 3 (Weak)
Australia,Sweden,0.0099,1891.0,1793.0,98.0,1,0,BWh,Dfc,Arid,Continental,1,Australia,Sweden,0.9,0.2,16.1,0.0,0.0,Tier 3 (Weak)
Australia,Switzerland,0.0208,1891.0,1990.0,-99.0,1,0,BWh,Cfb,Arid,Temperate,1,Australia,Switzerland,0.9,0.5,22.2,0.1921,0.0061,Tier 3 (Weak)
Brazil,Austria,0.01,2081.0,1929.0,152.0,1,0,Am,Dfb,Tropical,Continental,1,Brazil,Austria,1.0,0.2,25.0,0.6305,0.0202,Tier 3 (Weak)
Brazil,Belgium,0.0171,2081.0,2002.0,79.0,1,0,Am,Cfb,Tropical,Temperate,1,Brazil,Belgium,1.0,0.5,24.9,0.3729,0.0119,Tier 3 (Weak)
Brazil,Bosnia and Herzegovina,0.0096,2081.0,1653.0,428.0,1,0,Am,Cfb,Tropical,Temperate,1,Brazil,Bosnia and Herzegovina,1.0,0.5,24.3,0.2527,0.0081,Tier 3 (Weak)
Brazil,Canada,0.0469,2081.0,1903.0,178.0,1,0,Am,Dfc,Tropical,Continental,1,Brazil,Canada,1.0,0.2,24.9,0.5954,0.0191,Tier 2 (Moderate)
Brazil,Croatia,0.0202,2081.0,1979.0,102.0,1,0,Am,Cfb,Tropical,Temperate,1,Brazil,Croatia,1.0,0.5,25.0,0.3941,0.0126,Tier 3 (Weak)
Brazil,Czech Republic,0.0461,2081.0,1837.0,244.0,1,0,Am,Dfb,Tropical,Continental,1,Brazil,Czech Republic,1.0,0.2,24.1,0.5086,0.0163,Tier 2 (Moderate)
Brazil,England,0.0778,2081.0,2083.0,-2.0,1,0,Am,Cfb,Tropical,Temperate,1,Brazil,England,1.0,0.5,25.0,0.3941,0.0126,Tier 1 (Strong)
Brazil,France,0.168,2081.0,2160.0,-79.0,1,0,Am,Cfb,Tropical,Temperate,1,Brazil,France,1.0,0.5,25.2,0.4095,0.0131,Tier 1 (Strong)
Brazil,Germany,0.1319,2081.0,2032.0,49.0,1,0,Am,Cfb,Tropical,Temperate,1,Brazil,Germany,1.0,0.5,24.4,0.3682,0.0118,Tier 1 (Strong)
Brazil,Netherlands,0.3101,2081.0,2006.0,75.0,1,0,Am,Cfb,Tropical,Temperate,1,Brazil,Netherlands,1.0,0.5,25.2,0.3598,0.0115,Tier 1 (Strong)
Brazil,New Zealand,0.0008,2081.0,1710.0,371.0,1,0,Am,Cfb,Tropical,Temperate,1,Brazil,New Zealand,1.0,0.5,25.4,0.4536,0.0145,Tier 3 (Weak)
Brazil,Norway,0.117,2081.0,1994.0,87.0,1,0,Am,Dfc,Tropical,Continental,1,Brazil,Norway,1.0,0.2,25.2,0.6552,0.021,Tier 1 (Strong)
Brazil,Scotland,0.0109,2081.0,1857.0,224.0,1,0,Am,Cfb,Tropical,Temperate,1,Brazil,Scotland,1.0,0.5,24.7,0.3504,0.0112,Tier 3 (Weak)
Brazil,South Korea,0.0448,2081.0,1895.0,186.0,1,0,Am,Dwa,Tropical,Continental,1,Brazil,South Korea,1.0,0.2,24.1,0.5086,0.0163,Tier 2 (Moderate)
Brazil,Sweden,0.1177,2081.0,1793.0,288.0,1,0,Am,Dfc,Tropical,Continental,1,Brazil,Sweden,1.0,0.2,25.1,0.4846,0.0155,Tier 1 (Strong)
Brazil,Switzerland,0.0408,2081.0,1990.0,91.0,1,0,Am,Cfb,Tropical,Temperate,1,Brazil,Switzerland,1.0,0.5,24.9,0.3722,0.0119,Tier 2 (Moderate)
Cape Verde,Austria,0.0099,1660.0,1929.0,-269.0,1,0,BWh,Dfb,Arid,Continental,1,Cape Verde,Austria,0.9,0.2,23.9,0.3563,0.0114,Tier 3 (Weak)
Cape Verde,Belgium,0.0206,1660.0,2002.0,-342.0,1,0,BWh,Cfb,Arid,Temperate,1,Cape Verde,Belgium,0.9,0.5,22.8,0.1815,0.0058,Tier 3 (Weak)
Cape Verde,Croatia,0.0079,1660.0,1979.0,-319.0,1,0,BWh,Cfb,Arid,Temperate,1,Cape Verde,Croatia,0.9,0.5,23.8,0.2567,0.0082,Tier 3 (Weak)
Cape Verde,Czech Republic,0.0092,1660.0,1837.0,-177.0,1,0,BWh,Dfb,Arid,Continental,1,Cape Verde,Czech Republic,0.9,0.2,17.6,0.0,0.0,Tier 3 (Weak)
Cape Verde,England,0.0268,1660.0,2083.0,-423.0,1,0,BWh,Cfb,Arid,Temperate,1,Cape Verde,England,0.9,0.5,21.5,0.1815,0.0058,Tier 3 (Weak)
Cape Verde,France,0.0168,1660.0,2160.0,-500.0,1,0,BWh,Cfb,Arid,Temperate,1,Cape Verde,France,0.9,0.5,28.2,0.4036,0.0129,Tier 3 (Weak)
Cape Verde,Germany,0.0021,1660.0,2032.0,-372.0,1,0,BWh,Cfb,Arid,Temperate,1,Cape Verde,Germany,0.9,0.5,25.5,0.3643,0.0117,Tier 3 (Weak)
Cape Verde,Netherlands,0.0005,1660.0,2006.0,-346.0,1,0,BWh,Cfb,Arid,Temperate,1,Cape Verde,Netherlands,0.9,0.5,17.1,0.0,0.0,Tier 3 (Weak)
Cape Verde,New Zealand,0.0055,1660.0,1710.0,-50.0,1,0,BWh,Cfb,Arid,Temperate,1,Cape Verde,New Zealand,0.9,0.5,22.8,0.1815,0.0058,Tier 3 (Weak)
Cape Verde,Norway,0.0088,1660.0,1994.0,-334.0,1,0,BWh,Dfc,Arid,Continental,1,Cape Verde,Norway,0.9,0.2,28.2,0.7063,0.0226,Tier 3 (Weak)
Cape Verde,South Korea,0.0068,1660.0,1895.0,-235.0,1,0,BWh,Dwa,Arid,Continental,1,Cape Verde,South Korea,0.9,0.2,17.6,0.0,0.0,Tier 3 (Weak)
Cape Verde,Switzerland,0.001,1660.0,1990.0,-330.0,1,0,BWh,Cfb,Arid,Temperate,1,Cape Verde,Switzerland,0.9,0.5,24.2,0.3457,0.0111,Tier 3 (Weak)
Colombia,Austria,0.0611,2083.0,1929.0,154.0,1,0,Af,Dfb,Tropical,Continental,1,Colombia,Austria,1.0,0.2,23.9,0.5593,0.0179,Tier 2 (Moderate)
Colombia,Belgium,0.0419,2083.0,2002.0,81.0,1,0,Af,Cfb,Tropical,Temperate,1,Colombia,Belgium,1.0,0.5,21.9,0.2668,0.0085,Tier 2 (Moderate)
Colombia,Bosnia and Herzegovina,0.0064,2083.0,1653.0,430.0,1,0,Af,Cfb,Tropical,Temperate,1,Colombia,Bosnia and Herzegovina,1.0,0.5,17.5,0.0,0.0,Tier 3 (Weak)
Colombia,Canada,0.0644,2083.0,1903.0,180.0,1,0,Af,Dfc,Tropical,Continental,1,Colombia,Canada,1.0,0.2,22.8,0.4514,0.0144,Tier 2 (Moderate)
Colombia,Croatia,0.1474,2083.0,1979.0,104.0,1,0,Af,Cfb,Tropical,Temperate,1,Colombia,Croatia,1.0,0.5,24.8,0.3848,0.0123,Tier 1 (Strong)
Colombia,Czech Republic,0.0085,2083.0,1837.0,246.0,1,0,Af,Dfb,Tropical,Continental,1,Colombia,Czech Republic,1.0,0.2,23.6,0.4971,0.0159,Tier 3 (Weak)
Colombia,England,0.1394,2083.0,2083.0,0.0,1,0,Af,Cfb,Tropical,Temperate,1,Colombia,England,1.0,0.5,24.8,0.3848,0.0123,Tier 1 (Strong)
Colombia,France,0.0637,2083.0,2160.0,-77.0,1,0,Af,Cfb,Tropical,Temperate,1,Colombia,France,1.0,0.5,24.4,0.358,0.0115,Tier 2 (Moderate)
Colombia,Germany,0.0625,2083.0,2032.0,51.0,1,0,Af,Cfb,Tropical,Temperate,1,Colombia,Germany,1.0,0.5,24.4,0.358,0.0115,Tier 2 (Moderate)
Colombia,Netherlands,0.0276,2083.0,2006.0,77.0,1,0,Af,Cfb,Tropical,Temperate,1,Colombia,Netherlands,1.0,0.5,23.1,0.2955,0.0095,Tier 3 (Weak)
Colombia,New Zealand,0.0132,2083.0,1710.0,373.0,1,0,Af,Cfb,Tropical,Temperate,1,Colombia,New Zealand,1.0,0.5,19.7,0.144,0.0046,Tier 3 (Weak)
Colombia,Norway,0.0538,2083.0,1994.0,89.0,1,0,Af,Dfc,Tropical,Continental,1,Colombia,Norway,1.0,0.2,24.4,0.5729,0.0183,Tier 2 (Moderate)
Colombia,Scotland,0.0079,2083.0,1857.0,226.0,1,0,Af,Cfb,Tropical,Temperate,1,Colombia,Scotland,1.0,0.5,25.0,0.3941,0.0126,Tier 3 (Weak)
Colombia,South Korea,0.0098,2083.0,1895.0,188.0,1,0,Af,Dwa,Tropical,Continental,1,Colombia,South Korea,1.0,0.2,23.6,0.4971,0.0159,Tier 3 (Weak)
Colombia,Sweden,0.0108,2083.0,1793.0,290.0,1,0,Af,Dfc,Tropical,Continental,1,Colombia,Sweden,1.0,0.2,21.2,0.3051,0.0098,Tier 3 (Weak)
Colombia,Switzerland,0.1338,2083.0,1990.0,93.0,1,0,Af,Cfb,Tropical,Temperate,1,Colombia,Switzerland,1.0,0.5,23.2,0.3107,0.0099,Tier 1 (Strong)
Curaçao,Belgium,0.0255,1595.0,2002.0,-407.0,1,0,BSh,Cfb,Arid,Temperate,1,Curaçao,Belgium,0.9,0.5,18.6,0.0,0.0,Tier 3 (Weak)
Curaçao,Bosnia and Herzegovina,0.0022,1595.0,1653.0,-58.0,1,0,BSh,Cfb,Arid,Temperate,1,Curaçao,Bosnia and Herzegovina,0.9,0.5,21.8,0.2021,0.0065,Tier 3 (Weak)
Curaçao,Canada,0.0124,1595.0,1903.0,-308.0,1,0,BSh,Dfc,Arid,Continental,1,Curaçao,Canada,0.9,0.2,19.6,0.2358,0.0075,Tier 3 (Weak)
Curaçao,Croatia,0.009,1595.0,1979.0,-384.0,1,0,BSh,Cfb,Arid,Temperate,1,Curaçao,Croatia,0.9,0.5,20.9,0.121,0.0039,Tier 3 (Weak)
Curaçao,Czech Republic,0.0108,1595.0,1837.0,-242.0,1,0,BSh,Dfb,Arid,Continental,1,Curaçao,Czech Republic,0.9,0.2,21.2,0.2358,0.0075,Tier 3 (Weak)
Curaçao,England,0.0306,1595.0,2083.0,-488.0,1,0,BSh,Cfb,Arid,Temperate,1,Curaçao,England,0.9,0.5,23.7,0.2543,0.0081,Tier 2 (Moderate)
Curaçao,France,0.0258,1595.0,2160.0,-565.0,1,0,BSh,Cfb,Arid,Temperate,1,Curaçao,France,0.9,0.5,24.5,0.35,0.0112,Tier 3 (Weak)
Curaçao,Germany,0.0012,1595.0,2032.0,-437.0,1,0,BSh,Cfb,Arid,Temperate,1,Curaçao,Germany,0.9,0.5,28.0,0.4,0.0128,Tier 3 (Weak)
Curaçao,Netherlands,0.0033,1595.0,2006.0,-411.0,1,0,BSh,Cfb,Arid,Temperate,1,Curaçao,Netherlands,0.9,0.5,25.4,0.3629,0.0116,Tier 3 (Weak)
Curaçao,New Zealand,0.0054,1595.0,1710.0,-115.0,1,0,BSh,Cfb,Arid,Temperate,1,Curaçao,New Zealand,0.9,0.5,18.6,0.0,0.0,Tier 3 (Weak)
Curaçao,Norway,0.0303,1595.0,1994.0,-399.0,1,0,BSh,Dfc,Arid,Continental,1,Curaçao,Norway,0.9,0.2,24.5,0.6125,0.0196,Tier 2 (Moderate)
Curaçao,Scotland,0.0028,1595.0,1857.0,-262.0,1,0,BSh,Cfb,Arid,Temperate,1,Curaçao,Scotland,0.9,0.5,25.4,0.3629,0.0116,Tier 3 (Weak)
Curaçao,South Korea,0.0093,1595.0,1895.0,-300.0,1,0,BSh,Dwa,Arid,Continental,1,Curaçao,South Korea,0.9,0.2,21.2,0.2358,0.0075,Tier 3 (Weak)
Curaçao,Sweden,0.0017,1595.0,1793.0,-198.0,1,0,BSh,Dfc,Arid,Continental,1,Curaçao,Sweden,0.9,0.2,25.4,0.635,0.0203,Tier 3 (Weak)
Curaçao,Switzerland,0.0227,1595.0,1990.0,-395.0,1,0,BSh,Cfb,Arid,Temperate,1,Curaçao,Switzerland,0.9,0.5,15.2,0.0,0.0,Tier 3 (Weak)
DR Congo,Austria,0.0056,1774.0,1929.0,-155.0,1,0,Am,Dfb,Tropical,Continental,1,DR Congo,Austria,1.0,0.2,28.2,0.8072,0.0258,Tier 3 (Weak)
DR Congo,Belgium,0.0022,1774.0,2002.0,-228.0,1,0,Am,Cfb,Tropical,Temperate,1,DR Congo,Belgium,1.0,0.5,19.8,0.0,0.0,Tier 3 (Weak)
DR Congo,Canada,0.0021,1774.0,1903.0,-129.0,1,0,Am,Dfc,Tropical,Continental,1,DR Congo,Canada,1.0,0.2,15.2,0.0,0.0,Tier 3 (Weak)
DR Congo,Croatia,0.0505,1774.0,1979.0,-205.0,1,0,Am,Cfb,Tropical,Temperate,1,DR Congo,Croatia,1.0,0.5,24.4,0.3179,0.0102,Tier 2 (Moderate)
DR Congo,Czech Republic,0.0018,1774.0,1837.0,-63.0,1,0,Am,Dfb,Tropical,Continental,1,DR Congo,Czech Republic,1.0,0.2,17.6,0.0,0.0,Tier 3 (Weak)
DR Congo,England,0.0639,1774.0,2083.0,-309.0,1,0,Am,Cfb,Tropical,Temperate,1,DR Congo,England,1.0,0.5,24.4,0.3179,0.0102,Tier 2 (Moderate)
DR Congo,France,0.003,1774.0,2160.0,-386.0,1,0,Am,Cfb,Tropical,Temperate,1,DR Congo,France,1.0,0.5,28.2,0.503,0.0161,Tier 3 (Weak)
DR Congo,Germany,0.0032,1774.0,2032.0,-258.0,1,0,Am,Cfb,Tropical,Temperate,1,DR Congo,Germany,1.0,0.5,23.7,0.3333,0.0107,Tier 3 (Weak)
DR Congo,Netherlands,0.0006,1774.0,2006.0,-232.0,1,0,Am,Cfb,Tropical,Temperate,1,DR Congo,Netherlands,1.0,0.5,17.6,0.0,0.0,Tier 3 (Weak)
DR Congo,Norway,0.0024,1774.0,1994.0,-220.0,1,0,Am,Dfc,Tropical,Continental,1,DR Congo,Norway,1.0,0.2,28.0,0.8,0.0256,Tier 3 (Weak)
DR Congo,Scotland,0.0009,1774.0,1857.0,-83.0,1,0,Am,Cfb,Tropical,Temperate,1,DR Congo,Scotland,1.0,0.5,17.6,0.0,0.0,Tier 3 (Weak)
DR Congo,South Korea,0.0014,1774.0,1895.0,-121.0,1,0,Am,Dwa,Tropical,Continental,1,DR Congo,South Korea,1.0,0.2,17.6,0.0,0.0,Tier 3 (Weak)
DR Congo,Sweden,0.0006,1774.0,1793.0,-19.0,1,0,Am,Dfc,Tropical,Continental,1,DR Congo,Sweden,1.0,0.2,17.6,0.0,0.0,Tier 3 (Weak)
DR Congo,Switzerland,0.0054,1774.0,1990.0,-216.0,1,0,Am,Cfb,Tropical,Temperate,1,DR Congo,Switzerland,1.0,0.5,15.2,0.0,0.0,Tier 3 (Weak)
Ecuador,Austria,0.0075,2033.0,1929.0,104.0,1,0,Af,Dfb,Tropical,Continental,1,Ecuador,Austria,1.0,0.2,25.4,0.6305,0.0202,Tier 3 (Weak)
Ecuador,Belgium,0.056,2033.0,2002.0,31.0,1,0,Af,Cfb,Tropical,Temperate,1,Ecuador,Belgium,1.0,0.5,23.6,0.3384,0.0108,Tier 2 (Moderate)
Ecuador,Bosnia and Herzegovina,0.0273,2033.0,1653.0,380.0,1,0,Af,Cfb,Tropical,Temperate,1,Ecuador,Bosnia and Herzegovina,1.0,0.5,21.3,0.1685,0.0054,Tier 3 (Weak)
Ecuador,Canada,0.0566,2033.0,1903.0,130.0,1,0,Af,Dfc,Tropical,Continental,1,Ecuador,Canada,1.0,0.2,22.9,0.4739,0.0152,Tier 2 (Moderate)
Ecuador,Croatia,0.0251,2033.0,1979.0,54.0,1,0,Af,Cfb,Tropical,Temperate,1,Ecuador,Croatia,1.0,0.5,23.4,0.3131,0.01,Tier 3 (Weak)
Ecuador,Czech Republic,0.063,2033.0,1837.0,196.0,1,0,Af,Dfb,Tropical,Continental,1,Ecuador,Czech Republic,1.0,0.2,23.1,0.4295,0.0137,Tier 2 (Moderate)
Ecuador,England,0.0817,2033.0,2083.0,-50.0,1,0,Af,Cfb,Tropical,Temperate,1,Ecuador,England,1.0,0.5,24.4,0.3522,0.0113,Tier 1 (Strong)
Ecuador,France,0.2631,2033.0,2160.0,-127.0,1,0,Af,Cfb,Tropical,Temperate,1,Ecuador,France,1.0,0.5,25.4,0.4538,0.0145,Tier 1 (Strong)
Ecuador,Germany,0.0216,2033.0,2032.0,1.0,1,0,Af,Cfb,Tropical,Temperate,1,Ecuador,Germany,1.0,0.5,26.5,0.4729,0.0151,Tier 3 (Weak)
Ecuador,Netherlands,0.0819,2033.0,2006.0,27.0,1,0,Af,Cfb,Tropical,Temperate,1,Ecuador,Netherlands,1.0,0.5,25.2,0.4091,0.0131,Tier 1 (Strong)
Ecuador,New Zealand,0.0128,2033.0,1710.0,323.0,1,0,Af,Cfb,Tropical,Temperate,1,Ecuador,New Zealand,1.0,0.5,22.0,0.2593,0.0083,Tier 3 (Weak)
Ecuador,Norway,0.1949,2033.0,1994.0,39.0,1,0,Af,Dfc,Tropical,Continental,1,Ecuador,Norway,1.0,0.2,25.4,0.7261,0.0232,Tier 1 (Strong)
Ecuador,Scotland,0.0673,2033.0,1857.0,176.0,1,0,Af,Cfb,Tropical,Temperate,1,Ecuador,Scotland,1.0,0.5,24.7,0.3885,0.0124,Tier 2 (Moderate)
Ecuador,South Korea,0.0625,2033.0,1895.0,138.0,1,0,Af,Dwa,Tropical,Continental,1,Ecuador,South Korea,1.0,0.2,23.1,0.4295,0.0137,Tier 2 (Moderate)
Ecuador,Sweden,0.04,2033.0,1793.0,240.0,1,0,Af,Dfc,Tropical,Continental,1,Ecuador,Sweden,1.0,0.2,25.0,0.6181,0.0198,Tier 2 (Moderate)
Ecuador,Switzerland,0.0696,2033.0,1990.0,43.0,1,0,Af,Cfb,Tropical,Temperate,1,Ecuador,Switzerland,1.0,0.5,22.9,0.2962,0.0095,Tier 2 (Moderate)
Egypt,Austria,0.0124,1818.0,1929.0,-111.0,1,0,BWh,Dfb,Arid,Continental,1,Egypt,Austria,0.9,0.2,21.3,0.248,0.0079,Tier 3 (Weak)
Egypt,Belgium,0.0015,1818.0,2002.0,-184.0,1,0,BWh,Cfb,Arid,Temperate,1,Egypt,Belgium,0.9,0.5,26.1,0.3729,0.0119,Tier 3 (Weak)
Egypt,Bosnia and Herzegovina,0.0036,1818.0,1653.0,165.0,1,0,BWh,Cfb,Arid,Temperate,1,Egypt,Bosnia and Herzegovina,0.9,0.5,16.1,0.0,0.0,Tier 3 (Weak)
